lat,lon,lang
24.08557109,55.83414513,ar
35.48095681,-97.35322568,en
11.39045,-69.68241,es
30.29248003,-97.74535194,en
25.65527676,-100.1882513,es
-2.98885,104.73249,id
10.5236216,-74.1809725,pl
6.34106949,-75.51787871,es
40.28367755,-79.97315831,en
29.71732494,-96.53743168,es
-6.1447704,106.9229539,id
1.1863322,124.5713835,en
51.60001222,0.77478111,en
29.80009084,-95.72719002,en
45.59047383,-73.53898003,en
-7.6312806,110.3171595,id
29.70647555,-95.28148355,en
49.43682659,1.10632251,fr
33.7594298,-117.0123419,en
40.1684328,-79.79920593,en
16.91666561,-99.83414484,es
41.45048134,-81.81436279,en
10.19432805,-64.69547808,es
34.08340323,-118.34763368,en
42.66846928,-71.1249494,und
33.21048548,-87.55294763,en
26.95794,49.68754,ar
40.52886196,-74.15847653,en
42.36638739,-83.09759323,en
6.5527391,-73.1283762,es
24.1578816,120.6541967,zh
4.7224249,-74.1186343,und
-22.73775767,-42.85471651,und
23.26783015,-106.42670831,es
34.05557793,-117.18204618,en
-6.23108789,106.87094039,da
35.16801344,136.91140652,ja
29.56489736,-98.63971177,en
29.3142516,47.9905568,ar
17.75778,-92.59251,es
-6.2278179,107.0677133,id
-34.00389,25.67249,en
40.02371099,-75.12102649,en
46.59164771,-120.48901002,en
32.4259318,-86.4492081,en
47.1108179,39.42431183,ht
35.6933322,139.7749186,ja
27.52318644,-97.88335,en
34.13711995,132.19635204,ja
9.93673108,-84.0667659,lv
35.7044482,-77.4638298,en
29.15149883,-110.95933844,en
34.03907747,-118.32403827,en
40.14731979,-75.44735872,und
-6.145401,106.822426,en
3.15723384,101.71237059,ja
33.56787252,-85.82412159,en
33.78106975,-84.22909931,en
-6.64535698,106.82097729,id
36.337091,-95.3075743,en
34.1424085,-117.28395899,en
-6.88784,107.62036,id
-23.09343288,-45.70311343,pt
8.95491,-79.68093,pt
0.1149141,117.4768417,id
-2.171338,115.4032674,id
0.39429,101.85803,id
-6.19675857,106.88364071,id
14.2909709,100.4300361,vi
-34.5579017,-58.5823579,es
34.76482728,135.41555867,ja
-6.49511,107.45761,id
43.09834277,-78.94545341,en
-7.71148,111.53656,id
13.73926002,100.53387165,th
35.28183333,139.66766667,ja
40.72582777,-73.9864397,en
32.6017346,-117.03439894,es
2.8211648,101.4432188,tl
35.18597994,136.94732666,ja
38.9018964,-94.73024325,und
-6.22671,107.068,et
-6.94772,107.63632,en
-5.14912,119.41116,en
32.95107469,-117.24388664,en
30.15788778,-92.04925235,en
33.85522067,-117.92987457,nl
10.29602448,123.89832616,en
31.10622948,-97.43742144,en
23.58933333,58.38483333,en
34.16385035,-118.14671097,en
44.95513692,-93.1363796,en
-22.8102918,-50.0773794,pt
38.80937178,-77.08256726,en
38.40228011,27.09981465,tr
43.1171979,-75.19376101,en
33.8947889,-84.5482268,en
33.91721565,-117.89961438,en
35.56255647,139.71597776,ja
37.24684822,-80.41685143,en
-8.55388,125.54163,hu
19.1812257,-96.1368466,es
42.33213924,-122.86533656,en
-2.91021,104.77265,it
39.21508281,-92.1381897,en
43.8272467,-79.5708843,en
9.85880457,-83.89488257,en
-6.9071212,107.6940589,en
37.24680293,-80.41674622,en
40.75056582,-73.3473708,en
13.92536829,100.62855531,th
-19.9329292,-43.978882,pt
39.36214858,-74.41418133,vi
34.86078353,-81.95828058,en
-37.2466372,-73.3194886,es
47.5256804,-114.09373565,en
33.86215152,-118.07230946,en
-6.88615,107.64739,id
34.61253162,-92.36128565,en
51.55500911,0.24239666,en
-22.5392434,-44.0660093,pt
4.0525146,113.8396391,tl
-3.68386599,-40.34591149,pt
15.0918081,120.7716817,en
24.74495392,46.85614111,ar
-23.4395924,-45.0836475,pt
-6.24987244,106.99334979,id
6.43917918,100.28024197,id
44.6996043,37.7845724,ru
18.5040654,-69.8248429,es
-3.76073003,-38.55914688,en
-23.6696606,-46.4295693,pt
-23.55360615,-46.56637445,es
32.99927709,-94.61850153,en
53.6709823,-113.4904503,en
-22.8300925,-43.2907978,pt
38.0583161,-1.2158625,es
41.36125083,-93.56865372,en
-27.9102503,-51.6445088,pt
43.72619128,-79.60616312,en
40.7712242,-83.82720834,en
-33.8743287,151.21459525,vi
34.69233283,135.5009079,ja
9.86389969,-83.91403022,es
11.2292194,-74.1489338,es
35.09203946,-106.61511554,en
-34.76043165,-58.19931288,es
40.44219895,-79.95629205,en
36.83117895,-76.14461118,en
43.797701,-79.5625512,en
-22.4638766,-43.8285353,pt
-6.8192019,107.1446061,id
20.95842417,-97.3472898,es
-12.14316283,-77.01572463,es
14.5765758,121.08064,tl
37.18368535,-5.78418509,es
-7.3423594,108.2383289,id
19.51152414,-98.87122128,es
-6.29262,106.99657,id
39.83271672,-84.41844977,en
-37.94784,-57.59103,fr
32.2349876,-110.96389085,es
-6.3378534,106.8688887,id
39.46062332,-5.88347054,es
11.0010015,-74.811728,tl
39.02900193,-74.93254153,en
-27.41492476,152.96892914,en
40.67389608,-73.99618249,en
10.31152042,123.91818523,en
40.73301534,-73.98854476,en
40.75036847,-86.07413021,en
19.0524933,-98.2918814,es
32.54253762,-83.89649498,en
25.80901815,-80.23442677,it
2.7965567,-60.6999244,pt
43.18375435,-79.62370372,en
21.13184357,-86.8720147,es
-6.705172,106.8252253,id
18.81535,-71.23162,es
-34.6278527,-58.462992,es
0.5048505,101.509598,und
39.95263661,-81.88838205,en
-34.66557545,-58.52681745,es
33.85215514,-83.95836479,en
38.22307187,-122.14065312,en
-7.35565,112.76271,id
41.91713224,-84.12872569,en
-6.9552389,107.7179547,id
7.0850206,-73.10870881,es
32.84619213,-115.59174631,en
13.10137082,-86.36018872,es
-0.96133756,100.36663264,tl
-7.04843,110.39497,id
14.56167029,120.99487166,en
36.11449859,-95.97601751,en
42.96910768,-85.88637975,en
35.91415707,-82.3962034,en
27.82913348,-81.59313076,en
41.26828695,-111.95578989,ar
29.73285503,-95.48419089,en
34.6667561,135.5031101,ja
3.2487732,101.5656449,id
40.639812,-111.91284222,en
22.27221633,-97.84019507,es
-32.55684011,-53.38349203,pt
-22.93371325,-43.18387331,pt
1.44046445,124.79675708,id
38.91705366,-77.02776656,und
14.50553,-90.43076,es
29.09798055,-110.95917851,es
3.0650615,101.5055761,id
43.98519049,-92.43739014,en
19.32384855,-99.11450988,es
-1.326628,36.7864019,en
39.79604488,32.84767024,tr
34.03911535,-118.32401446,en
37.45423701,-86.90233274,en
-29.68017696,-51.05532499,pt
-19.8504704,-44.5999347,pt
37.60162977,-122.02116843,und
-6.185226,106.837513,id
5.4959701,100.4341994,tl
19.35705662,-99.0346632,es
11.80482714,99.79143,th
19.01689408,-98.22783266,es
33.23333539,-87.57099028,en
25.4268549,-100.9927788,pl
32.74993627,-117.16413468,en
34.16451487,-117.56469291,en
-19.7605017,-43.028548,vi
40.32045497,-80.06159731,en
1.33477252,103.73960378,en
21.35384558,39.77679819,ar
9.85882071,-83.89474615,es
-6.16047289,106.90854647,en
25.78630974,-80.14150815,en
33.88427532,-84.51497979,en
-6.2940834,106.8243172,en
34.29119044,-80.95119741,en
41.8691544,-87.6325552,en
35.09899094,-78.86865072,en
-6.28099,106.85352,tl
29.6226908,-98.2369031,en
39.2767199,-76.8188084,en
0.44653,101.43879,id
41.4882264,2.148876,sk
-29.7962384,-50.0408478,pt
-6.1814453,106.8452109,nl
34.4975628,-117.3934214,en
37.08260828,127.04368629,en
3.1474884,101.6163577,zh
27.96912958,-82.77773716,en
35.20788954,129.06959295,ko
48.939747,-99.7155323,tl
14.09831448,120.92163257,tl
31.28612942,-97.29734584,pt
21.5955551,39.1722743,ar
-23.98143583,-46.19813783,id
3.51423434,98.79769369,tl
34.05795133,-118.4194724,en
30.66650409,-96.37862659,en
-23.6380834,-46.5267643,pt
38.641639,-84.77224236,en
48.05886531,-122.16674365,en
42.25246205,-71.79508139,en
30.00371846,-95.25648752,en
36.84661299,-76.13895804,en
53.54068302,-2.30969088,en
34.03470515,-118.00353639,en
-26.01837,27.99684,en
-22.9952188,-45.55202171,pt
-7.31453,112.74932,id
39.01651715,-84.61005562,en
36.55693286,-82.37451344,en
21.1323428,-86.74718857,es
40.7628159,-74.14549648,en
28.68731154,-81.52480455,en
41.37668849,-83.65021029,en
-21.40380804,-48.4905616,pt
33.90786792,-118.09977453,sl
-28.1073186,-48.6730416,id
-6.85694679,107.49099363,en
29.94042143,-95.5045114,en
29.13028736,-110.95124018,it
3.14723968,101.71523344,en
4.6757538,-74.0489083,es
41.25025443,-75.87413261,en
39.22320236,-81.68049752,en
37.33901861,-79.23367113,en
24.73113068,46.77111104,id
-25.4056913,-49.2064297,pt
-7.5659678,110.8075512,id
37.2378387,-3.5671569,es
32.70917036,-97.35185542,en
-6.28722,106.81835,id
-5.13254,119.4939,id
39.16824393,-77.25750348,en
13.80836751,100.55584431,th
37.7127659,-97.3040664,en
-7.74695714,110.37190171,id
5.67138826,-0.18449826,en
-23.58965411,-46.55078283,pt
35.3601504,-99.1751087,en
35.67277159,139.76324877,ja
36.40186456,140.43861645,ja
33.58953546,-83.86023304,en
38.25201026,-122.01569681,en
-6.45119,107.03221,id
47.9208999,106.9447777,ru
32.4032662,-96.8268054,en
39.40320385,-81.22841584,en
33.00185236,-96.79545391,en
-7.8212778,110.3671493,vi
37.507629,126.8873763,ko
3.09884475,101.71274829,tl
-6.17543,106.71821,id
7.06749226,-73.09690145,es
-22.3146713,-43.1308359,pt
39.7501817,-78.3251901,lt
-34.72146,-58.31516,es
33.70601639,-78.98638466,en
29.7038689,-95.2914754,en
40.17870788,-79.81257454,en
30.31873884,-81.41768581,en
42.35263866,-83.42455613,de
20.05934166,-155.42063838,en
24.28544951,-103.39638709,es
17.1717929,-92.3324622,es
-29.50773426,-50.97582444,pt
33.55784833,130.52547303,ja
34.055807,-118.2561452,es
-6.24596,106.87224,id
-28.07104468,153.4200233,id
38.9516206,-77.025976,es
43.57903804,-116.38408936,en
42.69755859,-71.1789123,en
6.0830456,100.3693821,id
-0.80325,100.66297,id
33.91868264,-118.33560498,en
39.99550535,-76.83857487,en
-6.26059284,-36.51248476,und
37.97411436,-87.64584772,en
34.04333,-118.2671138,en
33.62790032,-117.16396721,en
38.64472365,-90.26237762,en
-6.9056114,109.4087152,id
-34.869691,138.5998696,en
1.45192306,124.82378025,pl
38.9991343,-3.3703123,en
44.002285,144.2809413,ja
-6.25785,106.75015,en
27.97536108,-82.5139612,en
33.58969028,-84.63812256,en
-6.19883,106.78404,id
-23.63287088,-46.47501487,pt
32.39294524,-106.81484939,en
40.21502738,-74.05454418,en
14.3940552,120.9277415,en
-4.83866,104.88989,id
-7.25171,112.73229,en
38.79104439,-90.63236496,en
35.9187036,-81.1715451,en
-7.49015,108.61976111,id
36.14839187,-115.15036025,en
-6.43492,106.79646,id
17.1742892,-92.3333985,es
46.73879966,-117.16543419,en
-34.9298903,-57.9460011,es
41.78690798,-71.45576083,en
32.1452407,-110.9705969,en
37.34583939,-121.79999691,en
-6.978679,110.415794,id
-7.30849842,112.75799218,en
-2.0781383,102.2685467,id
-7.3332633,108.3591536,en
44.955343,-93.16571812,en
-23.545609,-46.8974115,pt
-5.1949,119.40273,vi
25.25966,55.32306,ar
34.00341797,-117.96663403,vi
38.47615899,-121.5358264,en
41.00231543,28.8460587,tr
40.27168858,-75.08160534,en
-6.10910722,106.93243,id
10.11215,-69.24467,es
27.98148935,-81.97311832,en
34.1600204,-118.26104373,tl
18.1663335,100.169721,th
33.73196655,-112.43510679,en
36.59684849,-119.44116633,en
39.7753637,-86.29898208,en
36.29111391,-115.20715216,en
42.7096114,-71.1689179,pt
-7.7825,110.35819,id
34.04232464,-118.45304261,en
-3.25341,116.21049,en
28.57130845,-81.37564949,en
38.4011324,-90.3834672,en
43.13787345,-70.92987394,en
-6.9743373,110.4186268,id
35.57577663,-97.72460911,en
37.67848633,-113.06261015,tl
50.66486,-120.33415,en
30.29060734,-97.7442959,en
33.02804035,-96.59472105,en
-6.97257512,110.46313096,id
-31.7576774,-52.34088169,pt
5.41751941,100.33807844,en
32.76123294,-97.25245345,en
43.2597,-79.9158,en
32.58521344,-96.92840376,en
-6.19036,106.95375,es
41.11731696,-74.14790008,en
-22.883678,-43.4181651,pt
40.79163245,-74.00038264,en
34.9700988,33.67329172,ru
38.921205,-77.04218483,en
43.53599728,-116.51751293,en
-6.57453,106.8081,id
34.40375211,133.19334297,ja
42.99008885,-84.17442282,en
-8.05812828,-34.94466056,es
-6.87845,107.57335,id
-7.8028749,110.3835789,tl
13.7111778,-89.1996515,es
30.7802766,-110.8571817,es
46.79369346,-92.25563703,en
-2.1825432,113.8926135,id
-6.25641217,106.81240928,id
32.80814444,-79.8563963,en
44.97341723,-93.22668559,en
34.01513666,-117.70161554,en
-0.32167749,-78.48779119,es
-22.1881004,-47.39671469,pt
-34.59398,-58.50705,es
41.2810437,-82.2252776,en
32.95041035,-96.70947302,en
22.2747605,-97.8470285,es
-7.747158,110.53864096,und
39.64519056,-86.1107287,en
34.7391769,137.7433785,ja
-15.89309977,-48.0136262,es
32.8369965,-96.91205,en
37.77709175,-122.45307097,en
-23.95745951,-46.31500361,en
35.00017365,-81.96657206,en
-23.958119,-46.3124542,pt
26.8089761,-80.1923498,ht
35.86841,-97.37118,en
26.4706547,50.1210207,ar
-23.55615227,-47.47763807,und
-0.02558451,109.30507088,en
-20.82314678,-49.35430016,pt
34.15032591,-114.29325739,en
19.35761888,-99.14109044,es
-7.13568703,-34.82309197,pt
-35.448435,-60.884496,es
-7.4212613,112.6882276,id
-5.12297,105.2866,id
1.32162358,103.88540072,en
1.52397187,110.34400404,en
18.48258162,-69.96560926,es
-6.34101,106.6785,id
-8.69345714,115.22847451,id
19.41648617,-99.03371703,es
41.46037443,-74.41416884,en
40.85618659,-73.90248634,en
-2.98298848,104.74671999,id
29.35102785,-98.42078674,en
42.1983899,-83.2004104,en
-8.66735,115.20569,und
-6.19439,106.82361,en
17.9941693,-94.6433424,es
40.57688525,-105.09411352,ja
29.745595,-95.37195,en
14.89670496,120.78499054,tl
28.44982395,-80.97726784,en
19.15473645,-98.40721814,es
20.62510936,-100.40241496,es
-6.12274631,106.91305828,id
-6.1545754,106.7570238,id
14.097974,-87.2459372,es
39.46137157,-74.97377518,en
-5.8256863,-35.2088244,pt
46.57744462,-120.52555523,en
-6.40276,106.82947,id
43.02126918,-76.11912951,en
22.7610428,-98.9670692,es
-6.20885252,106.73490285,id
-6.25521169,107.02509707,id
5.69667922,100.4372387,id
-33.9237762,18.4233455,id
29.6153674,-95.2519674,en
5.04988875,-75.50975833,es
39.7892066,-4.8735209,es
-7.82415,110.92996,id
33.7409175,-116.40927106,en
-37.4756691,-72.3801826,en
-23.00078994,-46.82265545,pt
1.4571882,124.8246739,id
17.99160184,-92.94339864,es
35.36138388,136.90038616,ja
40.75653007,29.41911417,tr
34.81869504,-82.23107832,en
-34.5850237,-60.9633309,es
-37.95733003,145.49175502,en
31.45437899,-97.18083812,en
25.24269588,51.53209603,ar
35.3314045,-97.44749822,en
37.53313337,-122.50590732,en
-6.2329412,107.0194638,id
35.86432376,-86.3455846,en
31.33338383,-109.52849915,en
41.00645949,28.97764206,tr
19.7866479,-70.69446572,es
33.71657895,-84.35039633,en
35.69256286,139.7049812,ja
-12.17672,-77.00215,es
38.79251259,-77.60461664,en
-22.8849844,-43.353136,pt
1.36539409,103.98941517,vi
14.51725863,-90.55013799,en
22.14411868,-100.92817778,en
40.0206902,-75.0642816,en
38.53794964,-82.6918628,en
14.5785079,121.1055833,tl
27.69051734,-97.35517781,en
27.97871357,-82.82816341,en
-6.2879432,106.7906579,id
32.17705151,-110.97939289,en
19.7866479,-70.69446572,es
-23.6078533,-46.6290871,und
40.00183505,32.85449018,tr
31.27014756,-86.25162363,en
44.79990092,-91.19734707,en
-6.15188,106.91834,id
13.26716667,100.92483333,th
40.9213458,-74.0012419,en
30.01385589,-95.76541062,en
51.25312383,-2.99874074,en
-7.31394,112.79599,id
8.27532001,-62.72110236,und
24.38415,54.49563,en
-34.8706666,-56.2438155,es
29.69038369,-95.54066015,en
-34.4980848,-58.6593208,es
18.3939605,-66.1876372,es
40.9799041,28.7833998,tr
34.22655584,-118.84674784,en
-5.17660586,119.409478,id
32.44444975,-83.763241,en
30.21992886,-81.52289858,en
34.7525248,-82.32243442,en
42.08094507,-80.14162942,en
60.93345955,76.62109773,ko
3.10913482,101.61293714,id
10.5837275,-61.4119172,en
16.74560887,-93.07747038,es
13.3023327,-87.1862013,es
42.7969649,-96.16697964,en
-6.33668429,106.85205954,id
37.4781752,-122.2073441,en
-26.9160634,-49.11687043,pt
25.71691502,-100.37554534,es
-5.17616167,119.41182833,id
-6.27904,106.95339,und
41.79509814,140.74592086,ja
-2.2136713,113.89279378,id
40.08193468,-74.94874925,en
18.46539636,-69.94670841,es
55.16452334,61.41307223,ru
60.93345791,76.62099689,fr
-22.8140787,-47.2771684,pt
41.93256368,-88.13686049,en
34.66690972,135.49295071,ja
13.8040924,100.7259483,th
14.6557204,120.9829199,tl
14.61303275,120.99935216,en
-6.87493,107.54102,pt
38.67179424,-77.37531954,en
34.21157586,-118.53374954,pt
9.72024,-63.25708,es
33.79156162,-90.97806173,en
-7.76003,112.18377,id
10.24695462,-66.85692086,id
40.86857579,-74.12145261,en
10.32573931,123.93370745,en
40.88562355,-81.58310718,en
45.13323735,-93.11568861,en
40.1330605,-85.56800399,en
41.744664,-91.6305493,en
39.97831817,-75.31383265,lv
14.6066684,121.0179023,en
11.67994281,-70.15261273,es
40.8582816,-73.89696666,und
-22.93628779,-43.23867777,und
-0.58433,117.09579,id
39.3543785,-78.0414386,en
41.50770245,-74.0215001,en
14.55366752,121.02462888,en
-23.98146165,-46.19816889,pt
19.8147299,-90.4935402,es
40.3698076,-80.6282177,en
-34.90318977,-58.35276781,es
34.72025699,135.48653126,ja
39.9130169,-75.09010498,en
34.04961048,-117.72134578,en
42.52346847,-82.88429774,en
-26.3418311,-48.7981559,pt
-6.17492,106.85306,id
38.52055856,-76.94203866,en
26.02637442,-80.1444391,en
34.56552416,-118.08603494,it
-6.3178012,107.3158428,id
40.79789876,-73.34965738,en
24.6596639,46.8724194,ar
40.4364857,-3.7138234,es
10.6586344,-71.6491949,es
-2.41722958,-48.15482604,sk
36.5020048,-5.0055007,es
25.77304879,-80.24113027,es
-6.48034,106.86532,id
10.4843118,-73.25513212,pt
3.0001011,101.8007998,id
29.1241219,-82.2077142,en
-8.52036,115.26185,en
-19.8504704,-44.5999347,pt
38.0107637,-121.88424949,en
-2.9712411,-47.4517207,pt
-6.4467313,106.8240135,id
32.59464903,-96.92057026,en
20.94052133,-101.28464617,es
-3.44411,114.81723,id
-6.2709652,106.8679437,id
19.26152,-99.59625,es
35.573511,139.471877,ja
42.47398362,-83.52704516,en
-22.7401888,-43.30847721,pt
-6.99659623,110.40805805,id
26.2042514,-98.2326595,hu
17.9771337,-92.961616,es
42.96683641,-87.91542869,en
40.38887116,-3.63963739,es
6.639835,-73.085697,fr
37.82956811,-121.98117115,en
34.08622968,-82.83896303,en
33.2619885,130.28540192,ja
40.838272,-73.01839552,en
10.962875,-74.77463429,es
-25.3997153,-49.3548604,pt
29.21003543,-81.03072815,en
30.3615382,-81.6480409,en
10.66609061,-71.60438061,de
-6.20578,106.84886,id
38.82851157,-90.31783027,en
34.04173347,-117.64384805,es
-34.63568,-58.58344,es
5.76102927,102.29699581,id
42.12127829,-86.4463864,en
36.90692492,-93.40455633,en
-12.1368807,-77.01723349,es
27.9816608,-82.3136593,en
26.44943019,-81.77958601,en
-33.44759906,-70.6478959,es
-0.427789,116.968793,id
19.09747776,-102.36368411,es
-34.9098513,-54.96439,es
1.35206446,103.88641644,en
8.9864402,-79.5009242,en
-22.8134324,-43.319506,sl
-0.52802854,117.08664816,tl
13.6287541,-86.47533718,es
6.0832008,100.3703238,tl
-6.86464,107.51392,en
33.08258639,-117.25106967,en
10.426202,-75.548233,es
34.22174411,-77.88880429,en
40.79521803,-81.55464468,en
-15.81064443,-47.87686099,pt
-21.4526899,-43.5582984,pt
21.73101,39.20465,ar
0.0,0.0,id
-6.9145323,107.5706969,id
-6.83137,107.92291,id
25.93871387,-80.20646472,en
41.71027045,-112.21127668,en
-7.96513,112.62943,en
32.045,-93.695592,en
35.46396637,-80.6516571,en
0,0,en
38.43368928,-121.38289584,en
33.84297403,-118.00020218,en
35.74333346,-95.33246932,en
-43.63333333,173.49194444,et
38.15883127,-122.25699395,tr
21.43522421,39.29397357,ar
8.50150725,124.64157228,tl
18.38136996,-65.98181368,es
30.29818266,-97.62449452,en
35.117539,136.8736252,ja
45.05765837,39.02944752,ru
23.7137758,-99.1546225,es
3.17947332,101.72284765,id
42.1593956,-71.8044979,en
18.86552811,-97.11474609,es
-1.277,116.81952,en
10.4953921,-66.9220304,es
-3.86263882,122.05927059,id
33.23679745,-97.13885061,en
36.30779745,-115.20440315,en
-26.888209,-49.064339,und
28.51134806,-81.26966823,en
34.507208,-84.35978996,en
33.69047364,-117.91804678,en
37.13008514,140.21106944,vi
4.71796107,-74.03531655,en
-22.76368714,-43.43404553,pt
27.24814296,-80.36786555,es
-5.18495,119.41573,id
29.83427944,-94.78043768,en
34.11052635,-117.50479257,en
-6.84759803,107.91865824,tl
-6.01424455,106.07697186,id
46.39072113,-72.65204773,fr
18.38171222,-66.01775036,sl
40.76855788,-73.5248764,en
37.6507307,126.7813257,ko
35.658597,139.745431,ja
38.34322699,-81.68359168,en
-29.914039,-51.13605,pt
-6.12708,106.85729,en
40.75666334,-73.9665897,en
-22.92313919,-43.21645885,pt
34.17277777,-118.10663132,en
19.41634278,-99.17197524,es
-23.62611063,-46.70614961,pt
34.59597908,-118.15624341,en
-6.3508281,107.3725936,id
23.76510026,-99.1445442,es
31.2605648,-88.37443909,tl
-23.7413491,-46.7007773,pt
13.71299551,-89.16582705,en
-15.8421979,-47.82845805,pt
39.39494783,-76.59957931,en
26.4077788,50.0299695,ar
32.93446655,-96.89135914,en
56.8945066,60.6024313,ru
37.9029191,139.0489208,ja
41.94507118,-88.06486633,en
33.40181842,-111.72182989,en
18.21192,-71.10131,es
17.9545967,-76.7284894,en
51.7583287,107.699587,ru
20.6191306,-100.4116791,es
-22.8794835,-42.0118567,pt
-6.12603,106.90671167,id
1.53100454,101.40008004,id
55.8431941,-3.9461625,en
39.07784846,-95.39600867,en
-7.4284532,109.2292963,id
3.52235,98.66184,id
-7.05490176,110.43778706,id
2.85206179,-60.65545511,pt
34.10050207,-118.34561948,en
33.97838535,-118.04234342,en
38.73586096,-90.30016242,en
33.0356425,-97.0333508,en
-27.7699595,-64.3069959,es
35.5691361,139.7209878,ja
4.68027685,-74.13424262,es
-0.0232,109.3477,nl
-6.1306433,106.8442659,id
1.44076543,103.79016907,en
19.16576252,-96.13210351,es
39.9265633,-105.0178229,en
37.42368848,-120.77872004,en
-27.5303687,-48.6454614,pt
33.9475636,-83.9856677,en
37.7492739,-122.1956426,en
36.85804602,-88.4022066,en
36.8757009,-94.86610001,en
13.69170568,101.07892522,th
-7.30978,112.73122,vi
-3.25960592,-79.94540406,es
-37.96653556,-57.56223519,es
-6.9533714,110.4741077,id
-7.9650581,-34.8461347,pt
19.2743338,-99.591782,es
-6.1987625,107.00393858,id
35.94418861,-97.26440549,en
3.58999749,98.77137079,id
4.63082,-74.13282,es
-27.4267018,-48.4457144,pt
2.27962273,102.21265203,id
32.34927024,-85.18219521,en
31.54435067,-98.63096656,sl
39.82747297,-86.10277655,en
42.28998415,-83.27508425,en
0.5540286,123.0607013,id
41.3942931,-81.5674132,en
37.8239311,-0.7938705,es
32.8111656,-116.9851099,pt
3.54742,98.63964,en
6.25104,-75.59215,es
1.50314,124.899,id
1.29859,124.90595,pl
-6.41634,106.85116,en
30.43647895,-84.3059824,en
38.5624091,-89.19852644,en
-30.1554676,-51.2213002,pt
19.45876764,-99.25113005,es
-6.19882,106.77442,en
2.93544286,-75.26702736,es
32.91657411,-96.66620601,en
30.54460409,-98.33847824,en
-23.0905333,-47.7162145,pt
-6.7641377,108.5569193,id
34.14147688,-84.26215374,en
-6.3412885,106.8845293,id
18.47666606,-66.27676984,es
-6.28089,106.91016,en
-35.42065575,-71.64310617,es
29.3746539,47.9730196,ar
-6.98488,110.39919,en
29.70921111,-95.2820642,en
18.414192,-70.0981069,es
29.87381877,-95.70401608,en
8.95116423,-79.6581808,lt
14.8361,120.28794,tl
29.78338125,-95.18151904,es
2.4891013,102.7310757,id
-0.54945,117.10361,id
36.87767842,-76.3002225,en
-6.2379706,106.9785205,id
40.75581888,-84.17419699,en
41.57732614,-93.60658757,en
0.45480555,101.42425083,id
37.6069628,127.0939644,de
10.9589056,-74.7823681,es
-23.453701,-46.7142654,pt
41.65433549,-83.61656572,en
39.90531762,-74.97302241,en
42.98537466,-85.68006399,en
36.38017529,-78.46035286,en
5.5056427,95.3439454,id
2.2057588,102.222426,id
-4.53427,120.32676,id
-6.37024,106.93898,id
-22.46007962,-43.13869106,pt
34.18112267,-118.18047742,und
55.46234223,37.80938181,ru
1.461581,103.76157761,en
5.2938573,115.2088634,id
-7.86545,110.15553,id
-6.9056517,107.5273087,id
34.77226047,-82.39694671,en
-2.12517,106.10912,en
29.07370136,-110.98081941,es
35.65752497,139.34119505,ja
52.45763662,31.0232773,ru
27.96315841,-111.04015103,und
40.8560968,-74.0230145,en
25.712361,-100.174028,es
-8.16432,113.7359,id
2.2070358,102.2340748,tl
52.53020676,-1.22863367,en
29.074701,-110.92998,es
19.1523,-96.12026,es
40.69567684,-73.51042501,en
48.05869158,-122.16649804,en
37.5597057,126.9958944,id
35.24556063,-97.41029257,en
25.8441942,44.2210822,ar
39.425353,29.971491,tr
19.89455046,99.83879884,th
29.3401014,47.9507886,ar
-4.00474,122.5558,id
-36.617125,-64.256032,es
30.35957335,-81.5721443,en
36.17515264,-115.34451761,en
26.71648494,-80.09944396,en
37.78413813,-122.21087728,en
-19.93430741,-44.11979266,lv
38.91767911,-121.24582354,und
9.24202,-75.14667,es
3.13431286,101.75163541,en
33.2121814,-97.1604333,en
-23.511758,-46.4102804,pt
35.1668648,-106.5843127,en
18.1412552,-66.1369885,es
35.70684968,139.8431157,ja
48.53248503,-2.93722834,fr
38.55313964,-121.40496385,en
-6.27289,106.92958,en
21.02719788,-89.62469775,es
39.85635041,-104.97939761,und
14.25754557,121.39627621,tl
-6.14643,106.92053,sk
10.48832,-66.86779,es
-7.0284,110.5084,en
-4.2301526,-44.782426,en
-6.74058134,108.52741514,id
35.6475608,140.0354872,ja
49.22333703,-122.68832203,en
13.65112,-88.79781,es
14.53732,120.99154,en
-8.80675472,115.21855733,en
37.53305575,-122.24984525,en
-6.3503,107.03113,id
19.38055308,-99.18883333,es
10.46382,-66.76133,es
-2.57398,140.51688,vi
34.09853337,-118.32430254,en
46.81896926,-92.08795349,en
53.3614247,58.9919106,ru
18.48484936,-69.89512879,tl
-33.35422788,-70.74678698,es
31.9184626,35.8632732,pt
19.8452191,-90.519607,es
13.83032279,100.57121229,th
24.0176098,-104.6563492,es
13.7500317,100.5168988,th
33.93993883,-117.96882612,en
21.4061902,39.48528424,ar
37.78640035,-79.44282681,und
35.83844303,-78.61233625,en
32.7196703,-97.46315956,en
18.52151,-69.88348,es
38.71095344,-93.21524944,en
21.28643506,40.40443182,ar
37.63350006,34.54207292,tr
38.23096347,-76.47893214,en
-29.75313123,-51.09715675,pt
-23.7019694,-46.6372392,pt
-34.6457286,-58.5160052,es
40.8813033,-82.67004693,en
26.1895776,50.477865,ar
-26.99042975,-48.63504651,und
29.05478448,-110.93299803,es
19.05703776,-98.12474814,es
29.7944158,-94.3870091,en
-6.89713,107.60695,id
-34.6839365,-58.7243252,es
28.16495,-81.4659161,en
