lat,lon,lang
-7.232283,112.788112,id
41.5898695,-93.6109197,en
-6.25175,106.77591,id
31.72705213,-106.32836757,en
43.54716337,3.79510253,fr
18.81821362,-98.92530623,nl
37.70530988,-121.89852644,en
-26.92447847,-48.65080218,pt
38.9806471,-77.0977081,de
-23.6426826,-46.560002,pt
38.278898,-0.6747722,es
28.36282257,-81.3693296,en
39.44368496,-77.97691729,en
51.32332605,-0.19247948,en
23.73909632,-99.11580416,es
37.84099911,-112.82315439,en
4.0250984,9.7002481,fr
39.98773,28.200248,tr
34.967096,135.772691,ja
34.02125556,-118.2813048,id
52.00361086,0.17864308,en
0.4814903,101.4936721,id
18.80686004,98.98612104,ko
-8.09900093,-79.02256633,es
18.41049014,-66.56548415,und
-20.43068245,-54.65751366,en
6.9988243,-73.0540793,pt
40.00951342,-82.99117327,en
33.08968988,129.79194403,ja
42.05984922,-88.10251767,und
-29.2979494,-51.4993745,pt
39.72469382,-78.70813803,en
38.76106302,-9.16556621,und
35.28407536,-119.05097013,en
-22.9905694,-43.2505457,pt
40.81461532,-96.71005918,en
43.42224565,-83.98046474,en
35.8099037,139.5519986,ja
-28.7542448,24.7632887,en
29.389999,48.003524,ar
29.389999,48.003524,ar
-7.4657091,112.71745985,id
-6.36575176,106.91868631,id
-6.24986,106.67096,id
29.92411,40.19912,ar
-23.56554163,-46.59003196,und
59.95235446,30.4706353,ru
32.7718674,-89.1110202,en
36.8288245,-76.0926862,en
41.70387337,-93.5726745,en
42.30435515,-5.90294778,es
29.3107625,48.083404,ar
30.224749,-85.879582,en
-22.97747837,-43.40495509,pt
