Latitude,Longitude
-83.61987234,42.24106093
-76.30574995,36.88062956
-121.37221173,38.614562
-99.05425024,19.32505215
-115.77192024,40.83548674
-122.38127735,45.51481805
-104.85216311,39.70931489
-120.07450747,36.7295797
-73.85913603,40.89308647
-86.47735718,35.95254521
-121.4446507,38.5782914
-80.23086631,26.72350621
-84.38757654,40.53329784
-82.09669626,29.18617392
-122.74790133,45.82118517
-73.99914555,40.75178458
-83.92719115,35.96019002
-99.7649875,32.4349967
-92.45734518,42.51823338
-110.70214639,32.08832986
-73.98965759,40.83708443
6.0502405,52.5244715
-111.00329553,32.41685157
-97.71486067,30.41190161
-73.9975695,40.7424669
-73.94001843,40.72364081
-122.17009659,47.13977038
-77.04327906,38.89673875
-83.24077202,33.08526955
-89.699381,35.087671
-80.34447211,25.70618743
-81.54762464,41.45739684
-73.4490104,40.7387055
-94.42979898,39.23841426
-93.23141813,33.29061806
-85.53409595,42.31766246
-92.1515395,30.19584803
-73.73713022,40.95176054
-95.82676151,36.28449473
-76.60269373,39.39379535
-106.24854762,31.62183047
-93.23141813,33.29061806
-122.0438802,47.583745
-90.0831391,29.9758634
-78.87523913,36.66725895
-84.31625013,33.75275061
-83.77040484,33.58104696
-105.57012084,48.09505722
-121.33968542,38.6535281
-75.10134179,40.00693557
-82.11483942,29.95824812
-118.11905012,33.91189224
-84.3792274,33.7337726
-97.13173676,33.21177362
-73.4490358,40.738678
-112.01338593,41.07122156
-117.40389087,34.09707764
-76.85511815,39.0989986
-122.40631356,47.12106039
-117.17771906,33.56767101
-84.1480064,35.9057968
-118.60011578,34.22518063
-90.40836837,38.58564396
-91.1208262,30.5042025
-88.97648262,34.50782878
-74.1079216,40.58452
-81.5171539,41.0726255
11.58561958,48.14758618
-95.20542515,29.66681626
-118.3616184,33.9054119
-74.09416116,40.61352414
-115.77199861,40.83534127
-84.48999319,42.73514004
-84.1119583,35.8915176
-93.67397434,41.57780547
-97.06929219,36.12625455
-88.0665511,34.1019062
-118.36317701,34.16338382
-119.0805052,35.3337134
-86.2937084,32.3635692
-79.21186818,37.35760374
-93.58154179,41.71329719
-117.86269251,33.64491711
-73.76493568,40.68335356
-88.04433209,42.09495168
-79.98250126,42.11727914
-74.09409514,40.61355558
-91.23527227,43.81483749
-93.45110336,37.1192854
-122.61479251,45.69536562
-96.80189515,32.79638727
-122.61471898,45.69537881
-77.31159176,38.83409175
-93.65812003,41.60250839
-82.42073669,38.42048359
-82.63145892,40.88764838
-77.31161029,38.83408585
-97.75634666,32.42846568
-96.35735896,30.62670017
-97.19166058,33.44319278
-80.0251774,40.4367922
-88.21181025,41.7493914
-84.3610875,33.9212912
-117.4789309,34.1276322
-97.75633302,32.42845991
-121.30951695,38.7705767
-122.2740479,47.4817181
-74.09408979,40.61353729
-122.52271193,48.77745649
-122.6227117,45.52737771
-80.26244335,25.70897215
-101.47669513,32.23560882
-90.25751874,32.33312727
-90.2577307,32.3331009
-96.76932106,32.86020029
-121.47322727,38.55191239
-83.6399732,41.3778863
-78.5726369,35.8514853
-79.96223645,40.43915323
-83.24453209,42.28539873
-122.4150994,48.7613486
-73.4753478,40.6638191
-74.09409588,40.61352716
-122.25700616,37.88044442
-94.64511284,31.62327862
-79.41705514,43.66450422
-80.13470247,26.03813753
-77.02690954,38.90354237
-115.245172,36.21286495
-77.2300033,38.86167356
-89.79468629,31.25247101
-81.22133818,29.43068095
-76.8825,40.26
-70.93274927,42.4765835
-76.47723521,39.10022667
-118.09969979,33.9063667
-81.5171539,41.0726255
-91.23528279,43.81483514
-118.03897611,33.96952846
-77.08836213,38.93804338
-93.2305905,33.28990992
3.34986,6.57737
-119.82718711,39.56191225
-95.24614552,38.9448072
-117.89851645,34.13263899
-121.30954328,38.77069212
-84.49017079,42.73509367
-90.32204462,38.80178078
5.73888016,58.96417236
-119.73089059,36.81238612
-90.01480115,32.28848971
-123.20980658,44.20900657
-116.9433704,40.6382021
-119.8272,39.5618221
-119.82721746,39.56187241
-90.23459908,29.98506945
-117.97510756,33.9434031
-96.45111996,32.72952366
-118.15020912,34.14865642
-119.82727948,39.56192228
-84.2913308,34.1066089
-93.23097624,33.28993079
-119.82723193,39.56184855
-96.3251067,30.5912566
-118.26104773,34.077784
-123.2100256,44.20862545
-122.16234476,37.42683735
-87.90968018,43.04137104
-118.24533538,34.05161048
-121.11044707,38.93958076
-0.093905,51.40538149
-87.0579376,33.68368975
-119.70444964,34.4293283
-119.70444459,34.42938974
-122.42674552,37.79797901
-123.2100891,44.20874368
-75.16645509,39.93997834
-73.99482907,40.63985016
-111.74366588,33.33542513
-78.9902665,35.96923526
-84.55113805,33.87288113
121.14227543,14.58976995
-86.47731992,35.952549
-121.37557687,38.42866149
7.4950357,9.034622
-91.18195429,30.41837936
-115.160901,36.1383348
-105.28119475,40.01204517
6.0032711,51.1906426
-74.16418367,40.72358549
-120.3112345,47.4108369
-122.78917094,45.35460354
148.95664516,-20.34622274
-85.76035059,38.17874667
-121.11034658,38.93962404
-82.5743264,27.435802
-82.29381702,35.37342032
-73.829009,40.850465
-118.35954719,34.17290176
-97.86272144,28.82920615
-73.99474894,40.63929623
10.3808218,43.7133797
-117.70624137,34.08654842
-93.22950144,33.28976902
-2.93951949,35.28495684
-118.30787492,34.07317822
-90.23431141,29.9849309
-73.92350439,40.81969083
-99.45544895,27.44990949
-0.12406563,51.53092704
-118.15843709,33.76869332
-89.40685689,31.14123536
-88.3923042,44.22759015
-96.3810601,34.02460387
-74.69022644,39.2218373
-118.46440924,34.02258926
-122.20549058,47.66400717
-73.99472857,40.63929363
-122.04576386,37.63372623
-73.99473734,40.63931084
-117.38577965,34.47599364
-122.50670919,37.74020036
-73.99475045,40.6392969
-93.42206275,44.84471214
-118.1998649,34.08314272
-96.68254324,33.08685187
-119.98321407,37.03555672
-73.98518941,40.72759266
-95.87205366,32.57424974
-73.99477157,40.63901749
-106.1193774,28.5851319
-121.30938843,38.77067377
-118.19990739,34.08317802
-73.99477157,40.63901749
-82.46817131,27.94902603
-118.11173353,34.09654164
-73.99479914,40.63904196
-86.47562701,36.95778604
-118.4134442,34.1960276
-121.7851762,38.55431185
-84.46340458,42.72446923
-93.65691479,41.60376215
4.68855909,52.01671805
-0.1066753,51.4633472
-118.31648618,34.11833722
151.00090393,-33.88228237
-75.15007701,40.06260304
144.75118772,13.37169795
-92.62920871,32.5230007
-89.12875112,41.59168553
-117.14244593,32.64356794
-90.34484214,38.80822786
2.3315725,48.8535746
-96.5922815,39.2474628
-118.31654302,34.11827699
-98.48665864,45.46081922
-3.20364897,55.93962236
-5.8848198,54.5911722
-88.6272012,41.650153
-117.09542362,32.5867848
-117.76848067,34.05752074
-122.33230753,47.80940842
-121.30769311,38.13088254
-2.10410387,52.80833603
-2.10410268,52.80827059
-122.39897575,37.78916685
28.97181019,41.00547032
-88.39227922,44.22763608
-118.44459037,34.19306942
-80.11817955,41.86931665
-86.00257575,33.95470594
-80.11821552,41.86930781
-91.729376,35.24618955
-122.2699383,37.8409098
-88.39219381,44.22721552
80.92176,26.84029
-0.6401135,51.3952217
-96.951365,32.6635712
-86.09818761,39.97080797
-2.10414453,52.80831448
-1.14267207,52.62617049
-1.5461517,53.9891644
72.97326765,19.22238365
80.92223,26.84031
-158.0321273,21.3404843
-121.89176639,37.3324843
-121.89176639,37.3324843
-87.62626724,41.88804564
-90.68689193,42.15293668
-118.15843374,33.76868217
-93.22936807,30.21684933
-117.6639793,33.4859112
-114.48788872,42.59622411
-119.72207559,34.39971027
-117.22711377,32.74984973
101.05873758,13.84620026
11.58561958,48.14758618
-121.92388401,37.36548424
7.65810449,49.47375535
12.06277648,55.8413788
-85.892404,38.065112
-0.1146931,51.523971
-80.23129549,26.17032004
-122.25245605,37.86714128
-83.89077197,36.04952821
-6.17867956,53.29031416
-83.04848769,42.33312717
-118.44502306,33.98632425
-118.26148844,34.07369831
10.09375,3.82281
-6.21857897,53.34274204
-9.06026691,53.26709884
0.12161447,52.20401673
33.31653748,35.16486724
-155.8103957,20.2400881
-87.65837781,41.99311345
-75.90078761,41.272474
-112.08553749,33.50705344
-112.08554763,33.50705296
-111.93353619,33.42315512
-81.31143634,28.46367628
-111.6138353,33.38114733
-71.26974938,41.53822519
33.31630529,35.16487121
-94.07597916,30.03896349
-76.660786,38.75031685
-71.26974709,41.53822546
72.5636426,23.0126676
-88.52261035,30.42689079
-86.85174498,36.03025056
-4.28692622,55.87152706
-0.392664,52.30119116
34.7740621,-0.6703715
-86.15650321,39.76690667
34.7736113,-0.6771712
-92.186616,32.5075862
-71.0603,42.3583
-118.30669074,33.99588577
34.7720076,-0.6745677
-111.61420005,33.38126746
-122.29586271,47.32149904
34.7720908,-0.6742826
-86.64170536,36.06820157
-83.34649346,35.07068908
-81.06917109,29.20658168
-4.40065314,55.92810517
-4.40049422,55.92797566
-88.36089905,41.70184758
-89.25572667,43.08660593
-117.11155516,32.92460433
-76.62237,36.78157
-84.54101786,34.21062953
-122.29350337,47.32699962
-158.02685475,21.32832615
-85.1697296,39.6399676
-82.1945131,29.1560829
-77.33645129,37.33634061
-83.21318627,37.26520545
-73.8747723,40.71317725
-73.87469946,40.71305236
-116.76372335,47.67272833
-73.95006205,40.8090654
-73.98246847,40.72041535
-84.56229531,33.39978455
-86.6801625,33.4700448
-84.56198746,33.39981572
-97.9893346,26.15336549
-78.4347414,38.1115872
-80.69074871,35.03408158
-73.7898872,40.6941072
-76.6718286,39.2829559
-87.62626724,41.88804564
-73.98246812,40.7204184
-97.714961,30.3711786
-84.54093828,39.03430172
-84.75867089,34.02348428
-84.88312346,35.17317474
-84.48514014,39.1222335
-71.3011105,41.9645039
-95.54369688,30.69410563
-76.8385281,39.1491229
-87.40452013,39.39934939
-82.99527267,39.96378925
-84.39455207,33.76885421
-99.0705881,38.8669159
-88.3991034,42.1896158
-85.20265527,41.13427204
-76.30854967,36.84460171
-84.75873442,34.02354609
-84.44433491,33.64009644
-87.6971385,41.9145346
-78.3700984,36.0339036
-82.39988398,34.84831141
-76.77058937,38.97688358
-86.10771499,39.98918689
-83.04848769,42.33312717
-80.206353,25.9340969
-81.57546069,30.17844341
-82.39696907,34.85680367
-76.31080037,40.03390142
-73.6258203,40.7034057
-85.5020299,40.8993899
-73.98222864,40.85416007
-73.9485193,40.8297032
-79.94914155,37.33357615
-78.23022539,41.51184049
-122.29638291,47.3214139
-82.25150678,27.87007147
-82.96758778,40.03073938
-80.18460657,40.27070928
-96.61655462,33.01915761
-91.2339276,42.8632799
-122.29721522,47.32156941
-87.90968018,43.04137104
-74.2041326,39.9645559
-83.49250227,42.46336548
-79.9681425,37.34870338
-82.99527267,39.96378925
31.3245879,30.1358807
4.0109398,49.2298774
-73.94684508,40.62488179
-74.07250953,40.64516041
-80.8723407,35.2428881
-111.9630022,41.3080196
-71.400205,41.8770237
-97.23833447,37.56327636
-97.6845108,31.0646404
-75.16477332,39.96300796
-72.7983915,41.5448386
-93.32333207,44.87747956
-118.18505592,34.47189631
-97.5110842,35.31536983
-79.9222996,43.2523766
148.9563216,-20.34596694
-73.93839579,40.79390603
-97.37269558,32.6482944
-84.5493302,33.6662422
-97.36513063,27.70581891
-81.53954597,34.97824315
-75.16475796,39.96301035
12.47456372,41.93085012
-83.6525089,41.055523
-75.16474884,39.96300228
-77.0061006,38.637334
-74.16507818,40.54387626
-79.9561883,39.6389464
-4.29978783,55.87015868
7.65815759,49.47371981
-82.09909498,33.53007743
-80.21145702,25.9188831
-102.13399209,32.037792
-87.64159222,45.08510066
-82.9743768,39.1273909
-82.29444986,34.84174817
-94.1338822,36.19881688
7.65822135,49.47375876
-80.93548771,27.79498343
-95.47234958,30.15427434
-76.28763556,36.84823845
-77.50690793,38.9124439
-84.25140842,33.81896184
-82.39988306,34.84888467
-84.0633385,34.9779524
-81.71319459,30.08384053
-97.4230629,35.44742579
-76.83462675,42.2654844
-81.0975734,28.7538746
-73.61728765,45.46923706
-98.25841368,19.05637312
-75.04960432,40.0572616
-92.65480783,41.46914388
7.45221,9.10955
-82.45162234,28.08795064
-97.38118504,32.68132425
-81.70921507,30.17055364
-115.13946676,36.16144999
-74.0534888,41.5615376
-95.03903223,29.50889254
-96.8701585,33.1924012
-98.52991074,29.61091682
-84.33866032,33.8654606
-8.56944736,52.67794322
-91.01921705,43.69981354
-80.05999269,32.97628077
-82.82117201,41.65129486
-112.09379298,33.46889822
-81.46034271,30.3108848
-73.98336573,40.76744159
-77.12550755,38.81479818
-74.69819581,40.22002865
-75.2675248,40.06076028
-73.98320405,40.76761576
-81.10814727,28.1547406
-119.77668674,39.08880359
-85.83342347,41.58534941
-97.20443969,37.70186657
-89.35189067,43.09500413
-76.87344236,40.28573946
-104.99459343,39.74601199
-76.75710244,38.97328877
-84.9702521,32.5010185
-83.01396473,39.99394742
-77.03733586,38.90181532
-77.03680499,38.91130684
-73.94886712,40.78446989
-86.81979236,35.94497971
-74.11855658,40.74863522
-77.04002087,38.91419409
-77.01486807,38.88643433
-80.8722966,35.2429501
-104.98660365,39.84901198
-71.79559341,42.21948676
-87.19223326,14.084863
-87.19067699,14.08421755
-75.4484161,43.2314489
-74.23356892,40.73419288
-86.17989359,41.6972401
-90.7439432,38.83897121
-0.16419578,51.49853047
-72.60273974,42.12153034
-81.9048168,30.0323078
-70.9207123,41.8786941
-88.79329064,35.7202426
-84.18203616,33.46454099
-81.25476345,28.43356376
-81.9048168,30.0323078
-87.19067699,14.08421755
-80.53931795,37.13510086
-81.9048168,30.0323078
-81.13833615,33.9349634
-87.68089625,41.95070438
-80.86023718,35.10893342
-81.40617807,30.27041507
-93.83856452,41.62243322
-83.21452467,42.25243638
-76.81056647,38.95320128
-80.12500838,26.27277446
-83.58679025,42.27119859
-94.77191191,36.58732062
-77.255486,38.827627
-86.07523124,40.03653698
-92.12562775,32.49795845
-92.92829011,45.36713246
-81.40623509,30.27047049
-98.540031,33.9002967
-83.68999818,41.7336559
-81.9048165,30.0323069
-75.17614366,39.96489165
-92.33486589,38.91343573
-80.18689653,25.79208
-81.9048166,30.0323065
-88.70675889,42.03984139
-80.81960017,35.1824726
-81.9048165,30.0323069
-97.40425168,27.71236682
-95.65344565,29.7312732
-74.00908863,40.71372267
-98.20050504,26.31154742
-78.71076322,42.81185073
-81.384813,40.780425
-118.1916033,34.8540934
-97.6125357,35.2809144
-77.01838684,38.90107727
-76.98227285,42.85859657
-77.30653137,38.82999759
-85.83352248,41.58549021
-84.3640683,33.85255277
-83.58677373,42.27122067
-77.04905318,39.03803512
-77.08464314,38.89162878
-82.19311453,34.77255804
-81.76710611,32.39090536
-95.65672334,29.97628826
-98.64958903,29.51739458
-75.48965852,40.55657992
-104.95468528,39.89773043
-87.67591905,41.96970661
151.19670155,-33.79658554
-95.95001869,36.15434902
-87.67916355,34.80892799
-92.63389634,32.51719613
-80.75953882,35.41282701
-90.1400244,31.5498266
-73.4893329,41.12836806
-77.08118267,38.89870547
-74.7277534,40.2226148
-77.02084441,38.92176373
-81.29957871,28.97163746
-64.7100568,17.7461874
-72.92721752,41.30420024
-95.50845219,29.69151956
-64.7075964,17.7450234
-80.8722901,35.242965
-77.49333353,38.80863007
-78.33026284,34.97284526
36.7434771,-1.2891103
-101.91744216,34.96973259
-83.9434685,33.88123149
-122.05952461,37.67238501
-75.60523,45.42568
-73.9190368,40.75994587
-64.7075964,17.7450234
-80.84079342,35.22483977
-71.54109056,41.81701208
-81.68297668,36.21275307
-86.55908064,34.61830416
-118.43172738,34.02733762
-86.55907584,34.61830828
-87.66046506,41.99991699
-86.55908549,34.61830875
-97.23477589,37.7649765
-98.78094505,28.67251912
-86.55908654,34.61830386
-77.15756706,39.11194127
-93.05238301,34.12628005
-76.9599714,40.19664934
-87.62626724,41.88804564
-96.81540424,32.91014217
-88.0977281,42.404211
-76.15268642,36.90483453
-74.31354207,40.2370847
-74.33170029,40.61983217
-71.16632391,42.70908014
-84.08318492,34.49135151
-86.55891099,34.61839371
-84.750623,39.29722822
-73.93333402,40.69330033
-78.87296208,35.74157312
-74.08992534,40.95118168
-84.46161186,33.61813057
-81.97783035,34.92428286
-76.31556718,36.88594099
-97.41089263,35.88150838
-80.36963951,35.36422374
-104.98251775,39.77229716
-95.44409104,29.77079456
-86.19144676,39.88758272
-77.07117371,41.80263136
-76.8325447,39.1277163
-97.2511319,32.5585525
-87.62398874,41.86158051
-80.1003367,40.67725315
-111.83275891,40.43872596
-77.00347195,38.89176708
-73.05876066,41.92290124
-80.14434385,26.83204728
-82.47178515,27.26978012
-86.15327411,39.75745815
-85.44932215,31.22690304
-121.99850606,37.05460657
28.28047693,-15.41078113
-73.9796686,40.75486768
-74.06091853,40.22255747
-111.62429444,33.36255905
-71.46654427,41.74892592
-83.33060145,42.43770857
-72.89845547,41.40411413
-74.06116336,40.22250853
-76.90077781,39.02070165
-75.16645509,39.93997834
-78.71075186,42.81185738
-86.18795084,32.38131572
-73.64792975,40.800856
-98.56811068,33.86930604
-77.98677,37.7279591
-90.45218469,38.58406892
-81.3909731,28.3077754
-83.7461331,42.28429609
-106.54023739,35.05326445
-92.97100781,45.10712743
-81.6636283,35.2410849
-87.5719543,41.7654937
-76.1468615,36.8815768
-86.80957721,36.1527199
-71.08386799,42.35050844
-73.84199524,45.64376831
-76.75716087,38.97329265
-81.71916744,41.02641983
-76.35150428,39.99491792
-75.16466263,39.94849748
-69.9322847,18.4826662
-84.13368598,33.93873905
-92.97124961,45.10713707
-76.35163726,39.99491138
-106.37181709,31.78887325
-92.89464198,42.05595509
-76.35139612,39.99491097
-82.99736409,39.96472253
-83.24079615,33.08536969
-73.23425377,40.74151193
-74.08544539,40.70550892
-97.14235493,33.174947
-97.14231898,33.17504544
-74.08553534,40.70530325
-77.82638208,39.3125215
-79.18155005,40.60276829
-74.08556594,40.70529361
-98.65062422,29.38780055
-83.04848769,42.33312717
-78.5124996,38.0249475
-86.88225031,40.33870764
-81.1570091,34.0720234
-73.79470725,40.70802276
-84.34909444,30.45781434
-122.2332455,47.3474997
-84.4874496,42.77452772
-122.3287819,47.6609385
-122.9155467,47.0179027
-78.72613696,35.89774337
-73.99258607,40.75517668
-84.48738439,42.77454063
-89.64619846,39.80371145
-82.52766068,40.07827518
-77.0381291,38.91421342
-75.35501121,39.86226585
-75.60466434,38.3452948
-101.70572252,35.21867377
-92.4550199,31.2391625
-114.1688402,46.9641046
-95.75043753,30.20741597
-73.8213851,40.7303798
-73.54259798,41.04675873
-118.6137334,34.16240656
